Date,Time,ObsDate,ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2023/3/13,06:00:00,2023-03-13 06:00:00,6,1021.8,1025.5,14.1,8.9,71,1.8,80,7.4,100,0.0,0,0,0,...,0,...
2023/3/13,07:00:00,2023-03-13 07:00:00,7,1021.7,1025.4,13.9,9.8,76,2.7,110,6.8,90,0.0,0,0,0.01,...,0,...
2023/3/13,08:00:00,2023-03-13 08:00:00,8,1021.8,1025.5,13.9,10.5,80,3.3,110,7.8,80,0.1,0.3,0,0.06,12,0,10
2023/3/13,09:00:00,2023-03-13 09:00:00,9,1021.8,1025.5,14.7,9.7,72,1.8,100,8.1,80,0.0,0,0,0.15,14,0,10
2023/3/13,10:00:00,2023-03-13 10:00:00,10,1021.3,1025.0,14.8,10.0,73,2.2,120,5.9,120,0.0,0,0,0.19,...,1,...
2023/3/13,11:00:00,2023-03-13 11:00:00,11,1021.0,1024.7,14.2,11.0,81,3.6,140,6.5,130,0.1,0.5,0,0.15,12,0,10
2023/3/13,12:00:00,2023-03-13 12:00:00,12,1020.0,1023.7,14.5,11.1,80,1.7,140,5.2,110,0.1,1,0,0.21,...,1,...
2023/3/13,13:00:00,2023-03-13 13:00:00,13,1018.9,1022.6,14.4,11.4,82,2.9,130,5.7,130,0.1,1,0,0.16,...,1,...
2023/3/13,14:00:00,2023-03-13 14:00:00,14,1017.9,1021.6,15.2,10.2,72,2.4,90,6.5,90,0.1,0.1,0,0.2,14,1,10
2023/3/13,15:00:00,2023-03-13 15:00:00,15,1017.7,1021.4,15.6,9.7,68,2.8,90,6.5,90,0.1,0.8,0,0.16,...,0,...
2023/3/13,16:00:00,2023-03-13 16:00:00,16,1017.1,1020.8,15.7,9.8,68,3.3,100,8.2,70,0.0,0,0,0.23,...,1,...
2023/3/13,17:00:00,2023-03-13 17:00:00,17,1017.3,1021.0,15.7,9.4,66,2.9,80,8.8,90,0.0,0,0,0.14,16,0,10
2023/3/13,18:00:00,2023-03-13 18:00:00,18,1017.4,1021.1,14.8,11.0,78,2.0,90,8.4,70,0.5,0.3,0,0.02,...,0,...
2023/3/13,19:00:00,2023-03-13 19:00:00,19,1017.3,1021.0,15.1,10.1,72,2.8,90,7.9,90,0.1,0.1,0,0,...,0,...
2023/3/13,20:00:00,2023-03-13 20:00:00,20,1017.4,1021.1,15.3,9.9,70,2.7,90,8.1,70,0.0,0,...,0,...,0,...
2023/3/13,21:00:00,2023-03-13 21:00:00,21,1017.3,1021.0,14.6,10.8,78,3.0,110,7.0,100,0.1,0.8,...,0,...,0,...
2023/3/13,22:00:00,2023-03-13 22:00:00,22,1016.9,1020.6,14.5,11.3,81,2.8,130,5.8,110,0.5,0.5,...,0,...,0,...
2023/3/13,23:00:00,2023-03-13 23:00:00,23,1016.6,1020.3,14.5,11.1,80,2.4,100,6.9,110,0.1,0.3,...,0,...,0,...
2023/3/13,00:00:00,2023-03-13 00:00:00,24,1015.8,1019.5,14.9,11.1,78,2.3,110,7.0,70,0.0,0,...,0,...,0,...
2023/3/14,01:00:00,2023-03-14 01:00:00,1,1015.3,1019.0,14.8,11.0,78,2.3,130,5.3,120,0.0,0,...,0,...,0,...
2023/3/14,02:00:00,2023-03-14 02:00:00,2,1014.7,1018.4,14.9,11.1,78,3.0,130,5.9,140,0.0,0,...,0,...,0,...
2023/3/14,03:00:00,2023-03-14 03:00:00,3,1014.2,1017.8,15.3,10.9,75,1.4,100,5.3,140,0.0,0,...,0,...,0,...
2023/3/14,04:00:00,2023-03-14 04:00:00,4,1014.0,1017.6,15.4,10.8,74,2.6,100,6.4,100,0.0,0,...,0,...,0,...
2023/3/14,05:00:00,2023-03-14 05:00:00,5,1014.0,1017.6,15.5,10.9,74,2.0,80,6.3,80,0.0,0,...,0,...,0,...
2023/3/14,06:00:00,2023-03-14 06:00:00,6,1014.2,1017.8,15.6,11.0,74,2.2,100,6.5,80,0.0,0,0,0,...,0,...
2023/3/14,07:00:00,2023-03-14 07:00:00,7,1014.6,1018.2,16.0,11.4,74,2.7,100,7.2,100,0.0,0,0,0.1,...,0,...
2023/3/14,08:00:00,2023-03-14 08:00:00,8,1015.1,1018.7,17.0,11.7,71,2.8,90,6.4,90,0.0,0,0.1,0.54,25,1,9
2023/3/14,09:00:00,2023-03-14 09:00:00,9,1014.6,1018.2,18.6,12.1,66,4.3,100,10.6,80,0.0,0,0.6,1.35,20,2,9
2023/3/14,10:00:00,2023-03-14 10:00:00,10,1014.6,1018.2,19.7,12.5,63,3.1,90,11.0,80,0.0,0,0.9,2.1,...,4,...
2023/3/14,11:00:00,2023-03-14 11:00:00,11,1013.9,1017.5,20.5,12.7,61,2.9,90,9.4,100,0.0,0,0.8,2.37,30,6,8
2023/3/14,12:00:00,2023-03-14 12:00:00,12,1013.4,1017.0,21.0,13.2,61,3.3,100,8.1,120,0.0,0,0.7,2.68,...,7,...
2023/3/14,13:00:00,2023-03-14 13:00:00,13,1012.3,1015.9,21.1,13.3,61,3.7,80,10.1,110,0.0,0,0.6,2.4,...,7,...
2023/3/14,14:00:00,2023-03-14 14:00:00,14,1011.6,1015.2,21.6,13.8,61,3.3,90,9.6,70,0.0,0,0.7,2.47,30,6,8
2023/3/14,15:00:00,2023-03-14 15:00:00,15,1011.0,1014.6,21.8,14.2,62,3.2,90,9.0,70,0.0,0,0.6,1.94,...,4,...
2023/3/14,16:00:00,2023-03-14 16:00:00,16,1010.8,1014.4,22.2,14.3,61,3.0,80,8.3,50,0.0,0,1,1.74,...,3,...
2023/3/14,17:00:00,2023-03-14 17:00:00,17,1011.2,1014.8,21.8,14.5,63,2.9,90,7.7,80,0.0,0,1,0.89,30,1,6
2023/3/14,18:00:00,2023-03-14 18:00:00,18,1011.8,1015.4,21.0,13.7,63,2.3,110,8.2,70,0.0,0,0.3,0.19,...,0,...
2023/3/14,19:00:00,2023-03-14 19:00:00,19,1012.1,1015.7,20.3,14.2,68,1.9,80,7.4,110,0.0,0,0,0,...,0,...
2023/3/14,20:00:00,2023-03-14 20:00:00,20,1012.6,1016.2,19.7,14.5,72,2.1,80,7.0,90,0.0,0,...,0,...,0,...
2023/3/14,21:00:00,2023-03-14 21:00:00,21,1012.8,1016.4,19.5,14.8,74,2.6,80,6.7,80,0.0,0,...,0,...,0,...
2023/3/14,22:00:00,2023-03-14 22:00:00,22,1012.8,1016.4,19.2,14.9,76,2.3,90,6.0,80,0.0,0,...,0,...,0,...
2023/3/14,23:00:00,2023-03-14 23:00:00,23,1012.5,1016.1,19.1,15.0,77,2.0,90,4.5,90,0.0,0,...,0,...,0,...
2023/3/14,00:00:00,2023-03-14 00:00:00,24,1012.5,1016.1,18.5,15.0,80,1.3,120,3.5,80,0.0,0,...,0,...,0,...
2023/3/15,01:00:00,2023-03-15 01:00:00,1,1012.3,1015.9,17.8,14.9,83,0.9,190,2.6,190,0.0,0,...,0,...,0,...
2023/3/15,02:00:00,2023-03-15 02:00:00,2,1012.0,1015.6,17.3,14.2,82,0.8,210,2.2,160,0.0,0,...,0,...,0,...
2023/3/15,03:00:00,2023-03-15 03:00:00,3,1012.0,1015.6,17.4,13.5,78,1.8,170,3.3,170,0.0,0,...,0,...,0,...
2023/3/15,04:00:00,2023-03-15 04:00:00,4,1012.4,1016.0,16.9,13.4,80,1.3,210,2.9,160,0.0,0,...,0,...,0,...
2023/3/15,05:00:00,2023-03-15 05:00:00,5,1013.1,1016.7,16.3,13.6,84,0.8,210,2.6,200,0.0,0,...,0,...,0,...
2023/3/15,06:00:00,2023-03-15 06:00:00,6,1014.0,1017.6,16.1,13.0,82,1.3,160,2.8,170,0.0,0,0,0,...,0,...
2023/3/15,07:00:00,2023-03-15 07:00:00,7,1015.1,1018.7,16.5,13.0,80,1.3,210,3.0,170,0.0,0,0.3,0.17,...,0,...
2023/3/15,08:00:00,2023-03-15 08:00:00,8,1016.0,1019.6,17.9,13.2,74,0.8,200,1.7,200,0.0,0,0.3,0.55,15,1,9
2023/3/15,09:00:00,2023-03-15 09:00:00,9,1016.3,1019.9,19.4,13.8,70,0.6,200,2.3,150,0.0,0,0,0.83,14,1,9
2023/3/15,10:00:00,2023-03-15 10:00:00,10,1015.8,1019.4,22.1,15.5,66,0.7,180,3.0,230,0.0,0,0.9,2.33,...,5,...
2023/3/15,11:00:00,2023-03-15 11:00:00,11,1015.2,1018.7,24.2,15.7,59,1.4,300,3.7,240,0.0,0,1,2.79,12,7,8
2023/3/15,12:00:00,2023-03-15 12:00:00,12,1014.3,1017.8,24.7,15.1,55,0.9,330,3.8,310,0.0,0,1,3.06,...,8,...
2023/3/15,13:00:00,2023-03-15 13:00:00,13,1013.5,1017.0,26.0,12.8,44,2.8,330,5.3,340,0.0,0,1,2.84,...,7,...
2023/3/15,14:00:00,2023-03-15 14:00:00,14,1012.8,1016.3,25.4,12.3,44,2.9,320,7.0,330,0.0,0,1,2.54,15,6,9
2023/3/15,15:00:00,2023-03-15 15:00:00,15,1012.4,1015.9,26.0,12.5,43,1.7,340,6.0,290,0.0,0,1,2.29,...,4,...
2023/3/15,16:00:00,2023-03-15 16:00:00,16,1012.9,1016.4,24.2,7.8,35,3.1,80,9.5,80,0.0,0,1,1.57,...,2,...
2023/3/15,17:00:00,2023-03-15 17:00:00,17,1013.1,1016.6,23.5,11.6,47,3.1,80,8.2,90,0.0,0,0.9,0.78,14,1,2
2023/3/15,18:00:00,2023-03-15 18:00:00,18,1013.9,1017.5,22.4,15.3,64,2.7,90,6.9,80,0.0,0,0.2,0.2,...,0,...
2023/3/15,19:00:00,2023-03-15 19:00:00,19,1014.6,1018.2,21.8,15.4,67,2.0,80,8.7,70,0.0,0,0,0,...,0,...
2023/3/15,20:00:00,2023-03-15 20:00:00,20,1015.5,1019.1,20.9,16.3,75,2.6,80,7.5,80,0.0,0,...,0,...,0,...
2023/3/15,21:00:00,2023-03-15 21:00:00,21,1015.9,1019.5,20.2,16.8,81,1.9,100,6.4,70,0.0,0,...,0,...,0,...
2023/3/15,22:00:00,2023-03-15 22:00:00,22,1015.9,1019.5,20.0,17.4,85,2.4,90,5.4,80,0.0,0,...,0,...,0,...
2023/3/15,23:00:00,2023-03-15 23:00:00,23,1015.7,1019.3,19.5,17.3,87,2.7,90,6.6,80,0.0,0,...,0,...,0,...
2023/3/15,00:00:00,2023-03-15 00:00:00,24,1015.4,1019.0,19.4,17.7,90,2.4,90,7.1,80,0.0,0,...,0,...,0,...
2023/3/16,01:00:00,2023-03-16 01:00:00,1,1015.0,1018.6,19.7,17.5,87,2.2,90,6.0,100,0.0,0,...,0,...,0,...
2023/3/16,02:00:00,2023-03-16 02:00:00,2,1014.6,1018.2,20.0,17.8,87,1.5,70,4.5,60,0.0,0,...,0,...,0,...
2023/3/16,03:00:00,2023-03-16 03:00:00,3,1014.3,1017.9,20.3,17.9,86,2.4,90,5.4,60,0.0,0,...,0,...,0,...
2023/3/16,04:00:00,2023-03-16 04:00:00,4,1014.2,1017.8,20.6,18.2,86,2.6,90,6.9,80,0.0,0,...,0,...,0,...
2023/3/16,05:00:00,2023-03-16 05:00:00,5,1014.8,1018.4,20.7,18.3,86,2.9,80,7.3,80,0.0,0,...,0,...,0,...
2023/3/16,06:00:00,2023-03-16 06:00:00,6,1015.5,1019.1,21.0,18.2,84,3.2,80,6.9,80,0.0,0,0,0,...,0,...
2023/3/16,07:00:00,2023-03-16 07:00:00,7,1016.0,1019.6,21.4,18.6,84,3.2,90,6.9,100,0.0,0,0,0.1,...,0,...
2023/3/16,08:00:00,2023-03-16 08:00:00,8,1016.6,1020.2,22.0,18.8,82,3.0,90,7.3,70,0.0,0,0,0.52,40,1,8
2023/3/16,09:00:00,2023-03-16 09:00:00,9,1017.0,1020.6,22.2,18.2,78,3.5,90,8.9,80,0.0,0,0.2,1.19,30,2,9
2023/3/16,10:00:00,2023-03-16 10:00:00,10,1017.1,1020.7,22.3,17.9,76,2.7,70,10.1,70,0.0,0,0.4,1.77,...,4,...
2023/3/16,11:00:00,2023-03-16 11:00:00,11,1016.6,1020.2,22.9,18.2,75,3.3,80,12.1,70,0.0,0,0.4,2.27,20,6,6
2023/3/16,12:00:00,2023-03-16 12:00:00,12,1015.8,1019.3,24.4,18.6,70,4.6,80,11.2,90,0.0,0,0.9,3.3,...,9,...
2023/3/16,13:00:00,2023-03-16 13:00:00,13,1014.8,1018.3,24.3,18.5,70,4.4,90,12.2,70,0.0,0,0.9,3.23,...,9,...
2023/3/16,14:00:00,2023-03-16 14:00:00,14,1014.0,1017.5,25.0,18.9,69,3.7,80,10.7,70,0.0,0,1,2.91,30,7,4
2023/3/16,15:00:00,2023-03-16 15:00:00,15,1013.6,1017.1,25.2,18.9,68,3.1,60,11.3,100,0.0,0,1,2.41,...,5,...
2023/3/16,16:00:00,2023-03-16 16:00:00,16,1013.6,1017.1,24.7,19.3,72,3.5,90,9.5,80,0.0,0,0.9,1.68,...,2,...
2023/3/16,17:00:00,2023-03-16 17:00:00,17,1013.8,1017.3,23.8,19.1,75,3.7,90,9.4,70,0.0,0,1,0.87,30,1,4
2023/3/16,18:00:00,2023-03-16 18:00:00,18,1013.9,1017.5,23.1,19.3,79,3.6,90,9.4,80,0.0,0,0.1,0.18,...,0,...
2023/3/16,19:00:00,2023-03-16 19:00:00,19,1014.3,1017.9,22.7,19.1,80,2.8,90,8.5,70,0.0,0,0,0,...,0,...
2023/3/16,20:00:00,2023-03-16 20:00:00,20,1014.8,1018.4,22.3,19.1,82,2.5,80,8.0,50,0.0,0,...,0,...,0,...
2023/3/16,21:00:00,2023-03-16 21:00:00,21,1015.2,1018.8,22.1,19.1,83,2.4,90,7.0,80,0.0,0,...,0,...,0,...
2023/3/16,22:00:00,2023-03-16 22:00:00,22,1015.3,1018.9,21.6,19.0,85,1.0,100,5.9,80,0.0,0,...,0,...,0,...
2023/3/16,23:00:00,2023-03-16 23:00:00,23,1015.1,1018.7,21.3,18.9,86,0.5,140,3.8,60,0.0,0,...,0,...,0,...
2023/3/16,00:00:00,2023-03-16 00:00:00,24,1015.2,1018.8,21.1,18.9,87,0.9,180,1.9,180,0.0,0,...,0,...,0,...
2023/3/17,01:00:00,2023-03-17 01:00:00,1,1014.7,1018.3,21.0,18.8,87,0.9,220,3.3,230,0.0,0,...,0,...,0,...
2023/3/17,02:00:00,2023-03-17 02:00:00,2,1014.2,1017.8,21.0,18.8,87,0.4,230,3.1,250,0.0,0,...,0,...,0,...
2023/3/17,03:00:00,2023-03-17 03:00:00,3,1013.6,1017.2,21.1,18.7,86,0.4,190,2.7,260,0.0,0,...,0,...,0,...
2023/3/17,04:00:00,2023-03-17 04:00:00,4,1013.3,1016.9,20.9,18.8,88,1.2,220,2.6,220,0.0,0,...,0,...,0,...
2023/3/17,05:00:00,2023-03-17 05:00:00,5,1013.3,1016.9,20.5,18.3,87,1.4,150,2.6,220,0.0,0,...,0,...,0,...
2023/3/17,06:00:00,2023-03-17 06:00:00,6,1013.4,1017.0,19.6,17.4,87,0.9,150,3.2,140,0.0,0,0,0,...,0,...
2023/3/17,07:00:00,2023-03-17 07:00:00,7,1013.8,1017.4,19.7,17.1,85,0.7,200,2.7,160,0.0,0,0,0.15,...,0,...
2023/3/17,08:00:00,2023-03-17 08:00:00,8,1014.1,1017.7,21.2,18.0,82,0.9,200,1.7,210,0.0,0,0.7,0.7,11,1,8
2023/3/17,09:00:00,2023-03-17 09:00:00,9,1014.6,1018.2,22.4,18.6,79,1.6,330,5.0,350,0.0,0,0.1,0.82,12,1,9
2023/3/17,10:00:00,2023-03-17 10:00:00,10,1014.1,1017.6,23.6,18.3,72,1.9,320,4.6,330,0.0,0,0.7,1.91,...,4,...
2023/3/17,11:00:00,2023-03-17 11:00:00,11,1013.2,1016.7,24.0,17.7,68,1.0,310,4.7,320,0.0,0,1,2.69,11,6,8
2023/3/17,12:00:00,2023-03-17 12:00:00,12,1012.7,1016.2,25.8,18.0,62,2.5,330,5.5,340,0.0,0,1,2.97,...,8,...
2023/3/17,13:00:00,2023-03-17 13:00:00,13,1012.5,1016.0,22.9,17.4,71,4.1,340,8.9,330,0.0,0,1,2.98,...,8,...
2023/3/17,14:00:00,2023-03-17 14:00:00,14,1011.7,1015.2,23.0,17.3,70,3.1,340,7.1,330,0.0,0,0.9,2.64,15,6,9
2023/3/17,15:00:00,2023-03-17 15:00:00,15,1011.3,1014.8,23.6,17.6,69,1.8,320,5.8,340,0.0,0,0.9,2.18,...,4,...
2023/3/17,16:00:00,2023-03-17 16:00:00,16,1011.2,1014.7,23.7,17.5,68,0.8,260,3.7,350,0.0,0,1,1.52,...,2,...
2023/3/17,17:00:00,2023-03-17 17:00:00,17,1011.5,1015.0,24.3,17.3,65,1.6,320,3.8,330,0.0,0,0.8,0.83,16,1,9
2023/3/17,18:00:00,2023-03-17 18:00:00,18,1011.7,1015.2,23.9,17.4,67,0.4,270,3.5,350,0.0,0,0,0.17,...,0,...
2023/3/17,19:00:00,2023-03-17 19:00:00,19,1012.3,1015.8,23.4,17.4,69,0.4,100,3.6,330,0.0,0,0,0,...,0,...
2023/3/17,20:00:00,2023-03-17 20:00:00,20,1013.0,1016.5,23.7,17.0,66,0.7,220,2.2,240,0.0,0,...,0,...,0,...
2023/3/17,21:00:00,2023-03-17 21:00:00,21,1013.6,1017.2,22.9,18.2,75,0.9,150,2.2,170,0.0,0,...,0,...,0,...
2023/3/17,22:00:00,2023-03-17 22:00:00,22,1013.6,1017.2,22.3,18.3,78,2.1,170,3.2,180,0.0,0,...,0,...,0,...
2023/3/17,23:00:00,2023-03-17 23:00:00,23,1013.6,1017.2,21.5,17.9,80,0.3,80,3.4,160,0.0,0,...,0,...,0,...
2023/3/17,00:00:00,2023-03-17 00:00:00,24,1013.7,1017.3,19.3,17.1,87,2.6,90,6.8,100,0.0,0,...,0,...,0,...
2023/3/18,01:00:00,2023-03-18 01:00:00,1,1013.7,1017.3,19.0,17.0,88,2.2,80,5.7,100,0.0,0,...,0,...,0,...
2023/3/18,02:00:00,2023-03-18 02:00:00,2,1013.5,1017.1,19.1,16.5,85,1.2,320,5.3,90,0.0,0,...,0,...,0,...
2023/3/18,03:00:00,2023-03-18 03:00:00,3,1013.3,1016.9,19.1,16.5,85,0.5,270,2.8,340,0.0,0,...,0,...,0,...
2023/3/18,04:00:00,2023-03-18 04:00:00,4,1013.2,1016.8,19.2,16.4,84,1.7,150,3.1,130,0.0,0,...,0,...,0,...
2023/3/18,05:00:00,2023-03-18 05:00:00,5,1013.6,1017.2,19.2,16.1,82,2.3,90,6.4,80,0.0,0,...,0,...,0,...
2023/3/18,06:00:00,2023-03-18 06:00:00,6,1014.3,1017.9,18.8,15.9,83,3.1,100,9.0,80,0.0,0,0,0,...,0,...
2023/3/18,07:00:00,2023-03-18 07:00:00,7,1014.8,1018.4,18.6,15.7,83,2.9,80,10.0,60,0.0,0,0,0.07,...,0,...
2023/3/18,08:00:00,2023-03-18 08:00:00,8,1015.4,1019.0,18.4,15.3,82,3.6,100,10.5,60,0.0,0,0,0.16,15,0,10
2023/3/18,09:00:00,2023-03-18 09:00:00,9,1015.6,1019.2,18.2,15.1,82,4.6,90,11.4,90,0.0,0,0,0.63,8,1,10
2023/3/18,10:00:00,2023-03-18 10:00:00,10,1015.7,1019.3,18.7,15.2,80,4.5,90,11.3,80,0.0,0,0,1.11,...,2,...
2023/3/18,11:00:00,2023-03-18 11:00:00,11,1015.3,1018.9,18.9,15.4,80,3.9,80,10.3,70,0.0,0,0,1.3,8,4,10
2023/3/18,12:00:00,2023-03-18 12:00:00,12,1014.8,1018.4,19.3,15.4,78,4.1,90,12.3,80,0.0,0,0,1.63,...,5,...
2023/3/18,13:00:00,2023-03-18 13:00:00,13,1014.3,1017.9,18.8,14.9,78,4.1,90,11.7,70,0.0,0,0,1.31,...,4,...
2023/3/18,14:00:00,2023-03-18 14:00:00,14,1013.4,1017.0,18.4,14.9,80,4.1,90,12.2,80,0.0,0,0,0.84,12,2,10
2023/3/18,15:00:00,2023-03-18 15:00:00,15,1013.3,1016.9,18.3,14.8,80,3.2,80,11.9,70,0.0,0,0,0.78,...,2,...
2023/3/18,16:00:00,2023-03-18 16:00:00,16,1013.5,1017.1,18.1,14.6,80,4.1,90,11.9,90,0.0,0,0,0.66,...,1,...
2023/3/18,17:00:00,2023-03-18 17:00:00,17,1013.6,1017.2,17.9,15.0,83,3.7,90,10.7,80,0.0,0,0,0.36,20,0,9
2023/3/18,18:00:00,2023-03-18 18:00:00,18,1014.0,1017.6,17.7,15.3,86,3.8,90,10.7,100,0.0,0,0,0.09,...,0,...
2023/3/18,19:00:00,2023-03-18 19:00:00,19,1014.3,1017.9,17.7,15.3,86,4.2,80,10.9,80,0.0,0,0,0,...,0,...
2023/3/18,20:00:00,2023-03-18 20:00:00,20,1014.7,1018.3,17.6,15.6,88,4.0,100,8.8,120,0.0,0,...,0,...,0,...
2023/3/18,21:00:00,2023-03-18 21:00:00,21,1015.2,1018.8,17.7,15.9,89,3.6,100,8.2,70,0.0,0,...,0,...,0,...
2023/3/18,22:00:00,2023-03-18 22:00:00,22,1015.1,1018.7,17.8,16.1,90,3.0,100,7.9,100,0.0,0,...,0,...,0,...
2023/3/18,23:00:00,2023-03-18 23:00:00,23,1015.2,1018.8,18.0,16.2,89,2.1,80,8.9,80,0.0,0,...,0,...,0,...
2023/3/18,00:00:00,2023-03-18 00:00:00,24,1014.8,1018.4,18.1,16.4,90,2.8,100,8.3,100,0.0,0,...,0,...,0,...
2023/3/19,01:00:00,2023-03-19 01:00:00,1,1014.5,1018.1,18.2,16.7,91,2.6,100,7.7,90,0.0,0,...,0,...,0,...
2023/3/19,02:00:00,2023-03-19 02:00:00,2,1014.1,1017.7,18.2,16.5,90,1.9,90,7.7,80,0.0,0,...,0,...,0,...
2023/3/19,03:00:00,2023-03-19 03:00:00,3,1012.9,1016.5,18.2,16.7,91,2.6,90,8.3,90,0.0,0,...,0,...,0,...
2023/3/19,04:00:00,2023-03-19 04:00:00,4,1012.8,1016.4,18.1,16.4,90,3.1,90,8.9,120,0.0,0,...,0,...,0,...
2023/3/19,05:00:00,2023-03-19 05:00:00,5,1013.2,1016.8,18.4,16.6,89,3.1,100,7.4,80,0.0,0,...,0,...,0,...
2023/3/19,06:00:00,2023-03-19 06:00:00,6,1013.8,1017.4,18.5,16.5,88,2.3,100,6.5,120,0.0,0,0,0,...,0,...
2023/3/19,07:00:00,2023-03-19 07:00:00,7,1014.4,1018.0,18.6,16.6,88,2.3,80,8.1,70,0.0,0,0,0.06,...,0,...
2023/3/19,08:00:00,2023-03-19 08:00:00,8,1014.6,1018.2,19.1,16.9,87,2.6,80,7.2,80,0.0,0,0,0.29,20,0,8
2023/3/19,09:00:00,2023-03-19 09:00:00,9,1014.3,1017.9,19.5,16.7,84,4.1,100,8.6,80,0.0,0,0.1,0.54,20,1,9
2023/3/19,10:00:00,2023-03-19 10:00:00,10,1014.3,1017.9,19.9,16.7,82,3.6,90,10.2,40,0.0,0,0,0.6,...,2,...
2023/3/19,11:00:00,2023-03-19 11:00:00,11,1013.4,1017.0,20.3,16.9,81,3.5,90,10.8,80,0.0,0,0,0.58,25,2,9
2023/3/19,12:00:00,2023-03-19 12:00:00,12,1012.7,1016.3,20.9,17.3,80,2.5,90,9.8,80,0.0,0,0,0.65,...,2,...
2023/3/19,13:00:00,2023-03-19 13:00:00,13,1012.0,1015.6,21.4,17.4,78,2.4,80,9.5,80,0.0,0,0,0.99,...,3,...
2023/3/19,14:00:00,2023-03-19 14:00:00,14,1011.1,1014.7,21.6,17.6,78,2.1,80,7.2,80,0.0,0,0,0.56,25,2,9
2023/3/19,15:00:00,2023-03-19 15:00:00,15,1010.4,1013.9,22.3,17.9,76,1.3,40,6.6,70,0.0,0,0.1,1.39,...,3,...
2023/3/19,16:00:00,2023-03-19 16:00:00,16,1010.1,1013.6,22.2,17.8,76,2.5,100,5.9,90,0.0,0,0.3,1.31,...,2,...
2023/3/19,17:00:00,2023-03-19 17:00:00,17,1010.1,1013.7,21.6,17.6,78,2.8,90,6.7,80,0.0,0,0,0.38,15,0,9
2023/3/19,18:00:00,2023-03-19 18:00:00,18,1010.2,1013.8,21.2,17.8,81,2.5,90,7.4,80,0.0,0,0,0.07,...,0,...
2023/3/19,19:00:00,2023-03-19 19:00:00,19,1010.3,1013.9,21.0,17.8,82,2.2,80,7.0,100,0.0,0,0,0,...,0,...
2023/3/19,20:00:00,2023-03-19 20:00:00,20,1010.8,1014.4,20.9,18.1,84,2.0,90,6.5,60,0.0,0,...,0,...,0,...
2023/3/19,21:00:00,2023-03-19 21:00:00,21,1011.7,1015.3,21.0,18.0,83,0.8,160,4.8,80,0.0,0,...,0,...,0,...
2023/3/19,22:00:00,2023-03-19 22:00:00,22,1011.8,1015.4,20.7,17.9,84,1.4,220,3.3,180,0.0,0,...,0,...,0,...
2023/3/19,23:00:00,2023-03-19 23:00:00,23,1011.6,1015.2,20.7,18.1,85,1.6,230,2.9,220,0.0,0,...,0,...,0,...
2023/3/19,00:00:00,2023-03-19 00:00:00,24,1010.8,1014.4,20.5,18.1,86,1.2,210,3.4,220,0.0,0,...,0,...,0,...
2023/3/20,01:00:00,2023-03-20 01:00:00,1,1010.7,1014.3,20.3,18.4,89,1.9,240,3.4,210,0.0,0,...,0,...,0,...
2023/3/20,02:00:00,2023-03-20 02:00:00,2,1010.4,1014.0,19.5,17.8,90,1.8,310,5.0,320,0.0,0,...,0,...,0,...
2023/3/20,03:00:00,2023-03-20 03:00:00,3,1009.5,1013.1,19.3,17.8,91,0.5,200,3.8,330,0.0,0,...,0,...,0,...
2023/3/20,04:00:00,2023-03-20 04:00:00,4,1009.4,1013.0,19.4,17.9,91,0.4,V,2.1,320,0.0,0,...,0,...,0,...
2023/3/20,05:00:00,2023-03-20 05:00:00,5,1009.4,1013.0,19.3,17.4,89,1.9,330,4.5,340,0.0,0,...,0,...,0,...
2023/3/20,06:00:00,2023-03-20 06:00:00,6,1010.2,1013.8,19.3,17.6,90,1.6,310,4.5,330,0.0,0,0,0,...,0,...
2023/3/20,07:00:00,2023-03-20 07:00:00,7,1011.0,1014.6,19.3,17.4,89,1.1,320,4.2,320,0.0,0,0,0.02,...,0,...
2023/3/20,08:00:00,2023-03-20 08:00:00,8,1011.1,1014.7,19.3,17.3,88,0.8,280,4.1,300,0.0,0,0,0.23,12,0,10
2023/3/20,09:00:00,2023-03-20 09:00:00,9,1010.7,1014.3,20.4,17.6,84,0.7,190,2.3,230,0.0,0,0.1,0.83,4.5,1,9
2023/3/20,10:00:00,2023-03-20 10:00:00,10,1010.4,1013.9,23.0,18.1,74,0.5,90,2.4,260,0.0,0,1,2.23,...,4,...
2023/3/20,11:00:00,2023-03-20 11:00:00,11,1009.6,1013.1,25.5,18.2,64,0.7,240,3.7,320,0.0,0,1,2.68,15,6,3
2023/3/20,12:00:00,2023-03-20 12:00:00,12,1008.8,1012.3,25.8,18.5,64,2.7,320,6.1,340,0.0,0,0.7,2.6,...,7,...
2023/3/20,13:00:00,2023-03-20 13:00:00,13,1007.6,1011.1,25.8,18.7,65,1.6,330,5.3,340,0.0,0,0.6,2.52,...,7,...
2023/3/20,14:00:00,2023-03-20 14:00:00,14,1007.0,1010.5,24.9,18.4,67,2.4,330,5.3,330,0.0,0,0,1.12,15,3,10
2023/3/20,15:00:00,2023-03-20 15:00:00,15,1006.9,1010.4,23.9,18.3,71,1.6,350,5.0,330,0.0,0,0,0.42,...,1,...
2023/3/20,16:00:00,2023-03-20 16:00:00,16,1006.8,1010.3,22.5,17.6,74,1.9,40,4.5,80,0.0,0,0,0.3,...,1,...
